Brand,Model,Year,Price_PKR,KM_Driven,Fuel_Type,Transmission,Engine_CC,City,Body_Type,Registered_In,Assembly,Color,Owner_Type,Ad_URL
Toyota,Corolla,2003,2100000.0,154540.0,Petrol,Manual,1300.0,Islamabad,Sedan,Rawalpindi,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2003-for-sale-in-islamabad-11741682
Toyota,Corolla,2016,3450000.0,150000.0,Petrol,Manual,1300.0,Peshawar,Sedan,Sindh,Imported,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-peshawar-11741615
Toyota,Corolla,2025,6750000.0,14000.0,Petrol,Automatic,1600.0,Islamabad,Sedan,Islamabad,Local,Black,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2025-for-sale-in-islamabad-11554980
Toyota,Corolla,2015,2800000.0,153437.0,Petrol,Manual,1300.0,Karachi,Sedan,Sindh,Local,Burgundy,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-11741653
Toyota,Corolla,2008,2150000.0,500000.0,Petrol,Manual,1300.0,Islamabad,Sedan,Lahore,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-islamabad-11741602
Toyota,Corolla,2011,2540000.0,140000.0,Petrol,Manual,1300.0,Faisalabad,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-faisalabad-11741526
Toyota,Corolla,2007,2400000.0,600000.0,Petrol,Manual,1300.0,Rawalpindi,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-rawalpindi-11579058
Toyota,Corolla,2018,4300000.0,70000.0,Petrol,Automatic,1300.0,Sialkot,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-sialkot-11741464
Toyota,Corolla,2026,8300000.0,3550.0,Petrol,Automatic,1800.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2026-for-sale-in-islamabad-11741570
Toyota,Corolla,2005,3650000.0,168000.0,Petrol,Automatic,1500.0,Islamabad,Sedan,Islamabad,Imported,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-islamabad-11596123
Toyota,Corolla,2011,2500000.0,90000.0,Petrol,Manual,1300.0,Mardan,Sedan,Sindh,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-mardan-11741437
Toyota,Corolla,2011,2975000.0,174055.0,Petrol,Manual,1300.0,Peshawar,Sedan,Islamabad,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-peshawar-11741444
Toyota,Corolla,2009,2560000.0,72000.0,Petrol,Automatic,1600.0,Karachi,Sedan,Karachi,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-karachi-11741420
Toyota,Corolla,2014,2900000.0,165000.0,Petrol,Manual,1300.0,Gujranwala,Sedan,Lahore,Local,Unlisted,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-gujranwala-11741408
Toyota,Corolla,1979,1200000.0,10000.0,Petrol,Automatic,2500.0,Jhelum,Sedan,Lahore,Imported,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-1979-for-sale-in-jhelum-11347613
Toyota,Corolla,2015,3890000.0,108700.0,Petrol,Automatic,1600.0,Sargodha,Sedan,Lahore,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sargodha-11741325
Toyota,Corolla,2007,1900000.0,300000.0,Petrol,Manual,1300.0,Hafizabad,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-hafizabad-11741288
Toyota,Corolla,2018,5550000.0,100000.0,Petrol,Automatic,1800.0,Vehari,Sedan,Islamabad,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-vehari-11669322
Toyota,Corolla,2017,4300000.0,98600.0,Petrol,Manual,1300.0,Jauharabad,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-jauharabad-11740995
Toyota,Corolla,2010,3100000.0,153000.0,Petrol,Manual,1300.0,Rawalpindi,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-rawalpindi-11741183
Toyota,Corolla,2021,5600000.0,85000.0,Petrol,Automatic,1600.0,Lahore,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-11741178
Toyota,Corolla,2017,4700000.0,109000.0,Petrol,Manual,1300.0,Kot addu,Sedan,Sindh,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-kot-addu-11741189
Toyota,Corolla,2014,4400000.0,164000.0,Petrol,Manual,1800.0,Lahore,Sedan,Lahore,Local,Black,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11741147
Toyota,Corolla,2017,5300000.0,81000.0,Petrol,Automatic,1800.0,Islamabad,Sedan,Islamabad,Local,Brown,Second Owner or More,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-11741198
Toyota,Corolla,2004,2000000.0,590000.0,Petrol,Manual,1300.0,Kohat,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-kohat-11741245
Toyota,Corolla,2005,2300000.0,190000.0,Petrol,Manual,1300.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-islamabad-11741172
Toyota,Corolla,2022,6100000.0,44000.0,Petrol,Automatic,1600.0,Quetta,Sedan,Sindh,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-quetta-11741171
Toyota,Corolla,2018,4250000.0,102000.0,Petrol,Automatic,1600.0,Karachi,Sedan,Karachi,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11703204
Toyota,Corolla,2013,2985000.0,88000.0,Petrol,Manual,1300.0,Sialkot,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-sialkot-11741144
Toyota,Corolla,2010,3500000.0,200000.0,Petrol,Automatic,1800.0,Rawalpindi,Sedan,Islamabad,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-rawalpindi-11741129
Toyota,Corolla,2016,4560000.0,70000.0,Petrol,Automatic,1300.0,Charsadda,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-charsadda-11741093
Toyota,Corolla,2009,2900000.0,125000.0,Petrol,Manual,1300.0,Islamabad,Sedan,Lahore,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11699691
Toyota,Corolla,2015,3600000.0,150000.0,Petrol,Automatic,1300.0,Lahore,Sedan,Abbottabad,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11741148
Toyota,Corolla,2012,3890000.0,174500.0,Petrol,Automatic,1600.0,Peshawar,Sedan,Lahore,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-peshawar-11741090
Toyota,Corolla,2017,4400000.0,93000.0,Petrol,Automatic,1600.0,Multan,Sedan,Lahore,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-multan-11741065
Toyota,Corolla,2019,4450000.0,60000.0,Petrol,Automatic,1300.0,Karachi,Sedan,Sindh,Local,Silver,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-11741052
Toyota,Corolla,1996,1450000.0,300000.0,Petrol,Manual,1300.0,Attock,Sedan,Rawalpindi,Local,Maroon,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-attock-11741002
Toyota,Corolla,2010,2100000.0,172000.0,Petrol,Manual,1300.0,Karachi,Sedan,Sindh,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-karachi-11740999
Toyota,Corolla,2014,3995000.0,158600.0,Petrol,Automatic,1600.0,Lahore,Sedan,Lahore,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11740440
Toyota,Corolla,2024,6550000.0,11650.0,Petrol,Automatic,1600.0,Multan,Sedan,Punjab,Local,White,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-multan-11740954
Toyota,Corolla,2017,4350000.0,130000.0,Petrol,Automatic,1300.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-11740919
Toyota,Corolla,2009,2600000.0,200000.0,Petrol,Manual,1300.0,Sargodha,Sedan,Lahore,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-sargodha-11740864
Toyota,Corolla,2020,4900000.0,107000.0,Petrol,Automatic,1600.0,Rawalpindi,Sedan,Islamabad,Local,White,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-rawalpindi-11740857
Toyota,Corolla,2016,3700000.0,107000.0,Petrol,Automatic,1600.0,D.G.Khan,Sedan,Sindh,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-dgkhan-11740902
Toyota,Corolla,2013,3000000.0,135000.0,Petrol,Manual,1600.0,Multan,Sedan,Punjab,Local,Silver,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-multan-11740836
Toyota,Corolla,1995,1500000.0,255555.0,Petrol,Manual,1500.0,Kohat,Sedan,Peshawar,Local,Blue,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-1995-for-sale-in-kohat-11740870
Toyota,Corolla,1995,1700000.0,160000.0,CNG,Manual,1500.0,Peshawar,Sedan,Peshawar,Imported,Gold,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-1995-for-sale-in-peshawar-11740830
Toyota,Corolla,2005,2350000.0,240000.0,Diesel,Manual,2000.0,Chakwal,Sedan,Punjab,Local,Navy,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-chakwal-11740820
Toyota,Corolla,2023,7650000.0,18000.0,Petrol,Automatic,1800.0,Karachi,Sedan,Karachi,Local,White,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-karachi-11740823
Toyota,Corolla,2017,3950000.0,117000.0,Petrol,Automatic,1300.0,Islamabad,Sedan,Islamabad,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-11740771
Toyota,Corolla,2015,3670000.0,75488.0,Petrol,Manual,1300.0,Karachi,Sedan,Sindh,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-11740797
Toyota,Corolla,2018,3400000.0,250000.0,Petrol,Manual,1300.0,Manga mandi,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-manga-mandi-11740775
Toyota,Corolla,2013,2750000.0,143000.0,Petrol,Manual,1300.0,Lahore,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-11740724
Toyota,Corolla,2004,1720000.0,141000.0,Petrol,Manual,1300.0,Daska,Sedan,Lahore,Local,Blue,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-daska-11740759
Toyota,Corolla,2017,3730000.0,117000.0,Petrol,Manual,1300.0,Gujrat,Sedan,Lahore,Local,White,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-gujrat-11740770
Toyota,Corolla,2004,2300000.0,12349.0,Petrol,Manual,1300.0,Multan,Sedan,Sindh,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-multan-11740665
Toyota,Corolla,2012,2400000.0,172000.0,Petrol,Manual,1300.0,Karachi,Sedan,Karachi,Local,Red,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-karachi-11740674
Toyota,Corolla,2010,2950000.0,85800.0,Petrol,Manual,1300.0,Lahore,Sedan,Lahore,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-lahore-11740664
Toyota,Corolla,2009,2950000.0,100000.0,Petrol,Automatic,1800.0,Islamabad,Sedan,Islamabad,Local,Beige,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11740646
Toyota,Corolla,2019,4800000.0,95000.0,Petrol,Automatic,1300.0,Islamabad,Sedan,Islamabad,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-11740611
Toyota,Corolla,2019,4400000.0,82000.0,Petrol,Manual,1300.0,Jhang,Sedan,Islamabad,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-jhang-11740626
Toyota,Corolla,2017,4200000.0,1.0,Petrol,Automatic,1300.0,Gujrat,Sedan,Lahore,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-gujrat-11740616
Toyota,Corolla,2021,5500000.0,45000.0,Petrol,Automatic,1600.0,Karachi,Sedan,Karachi,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11739021
Toyota,Corolla,2010,2650000.0,200000.0,Petrol,Manual,1300.0,Gujrat,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-gujrat-11739328
Toyota,Corolla,1998,1450000.0,145000.0,Petrol,Automatic,1600.0,Karachi,Sedan,Sindh,Local,Unlisted,Second Owner or More,https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-karachi-11740544
Toyota,Corolla,2012,2725000.0,920000.0,Petrol,Manual,1300.0,Gakhar mandi,Sedan,Lahore,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-gakhar-mandi-11740561
Toyota,Corolla,2020,6800000.0,39000.0,Petrol,Automatic,1800.0,Islamabad,Sedan,Islamabad,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-islamabad-11738071
Toyota,Corolla,2020,5025000.0,73500.0,Petrol,Automatic,1800.0,Rawalpindi,Sedan,Islamabad,Local,Silver,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-rawalpindi-11740500
Toyota,Corolla,2020,5175000.0,63511.0,Petrol,Automatic,1800.0,Rawalpindi,Sedan,Islamabad,Local,Silver,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-rawalpindi-11740522
Toyota,Corolla,2006,1900000.0,350000.0,Petrol,Manual,1300.0,Ghotki,Sedan,Karachi,Local,Navy,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-ghotki-11740490
Toyota,Corolla,2013,2565000.0,120000.0,Petrol,Manual,1300.0,Lahore,Sedan,Sindh,Local,Burgundy,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-11737461
Toyota,Corolla,2018,4500000.0,52000.0,Petrol,Automatic,1300.0,Karachi,Sedan,Karachi,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11740461
Toyota,Corolla,2010,3350000.0,48000.0,Petrol,Manual,1300.0,Lahore,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-lahore-11738550
Toyota,Corolla,2021,5465000.0,29000.0,Petrol,Manual,1600.0,Rawalpindi,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-rawalpindi-11740425
Toyota,Corolla,2013,3350000.0,150000.0,Petrol,Manual,1300.0,Hassan abdal,Sedan,Islamabad,Local,White,Second Owner or More,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-hassan-abdal-11739002
Toyota,Corolla,2012,2900000.0,150000.0,Petrol,Manual,1300.0,Chakwal,Sedan,Islamabad,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-chakwal-11740256
Toyota,Corolla,2024,6100000.0,72784.0,Petrol,Automatic,1600.0,Lahore,Sedan,Lahore,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-lahore-11740124
Toyota,Corolla,1994,1250000.0,170000.0,Petrol,Manual,1300.0,Karachi,Sedan,Sindh,Local,Green,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-1994-for-sale-in-karachi-11740326
Toyota,Corolla,2005,1970000.0,85000.0,Petrol,Manual,1600.0,Nowshera,Sedan,Lahore,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-nowshera-11740340
Toyota,Corolla,2002,2385000.0,214000.0,Diesel,Manual,2000.0,Lahore,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2002-for-sale-in-lahore-11740301
Toyota,Corolla,2024,7450000.0,35000.0,Petrol,Automatic,1800.0,Sialkot,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-sialkot-11740299
Toyota,Corolla,2010,2650000.0,90000.0,Petrol,Automatic,1500.0,Faisalabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-faisalabad-11740241
Toyota,Corolla,2022,5800000.0,115000.0,Petrol,Automatic,1600.0,Charsadda,Sedan,Islamabad,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-charsadda-11406653
Toyota,Corolla,2015,4300000.0,209000.0,Petrol,Automatic,1600.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-11740122
Toyota,Corolla,2007,1985000.0,165000.0,Petrol,Manual,1300.0,Faisalabad,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-faisalabad-11740192
Toyota,Corolla,2013,3000000.0,100000.0,Petrol,Manual,1300.0,Pind Dadan Khan,Sedan,Islamabad,Local,Maroon,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-pind-dadan-khan-11740180
Toyota,Corolla,2016,4730000.0,120000.0,Petrol,Automatic,1800.0,Mandi bahauddin,Sedan,Lahore,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-mandi-bahauddin-11740129
Toyota,Corolla,2009,3500000.0,117000.0,Petrol,Manual,1300.0,Bahawalpur,Sedan,Lahore,Local,Silver,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-bahawalpur-11740187
Toyota,Corolla,2017,4260000.0,125635.0,Petrol,Automatic,1600.0,Lahore,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-11740130
Toyota,Corolla,2011,3200000.0,116000.0,Petrol,Manual,1300.0,Rawalpindi,Sedan,Islamabad,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-rawalpindi-11740113
Toyota,Corolla,2018,3900000.0,114000.0,Petrol,Manual,1300.0,Moro,Sedan,Sindh,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-moro-11740128
Toyota,Corolla,2021,5250000.0,54000.0,Petrol,Automatic,1600.0,Karachi,Sedan,Karachi,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11740077
Toyota,Corolla,2017,5450000.0,90000.0,Petrol,Automatic,1800.0,Mandi bahauddin,Sedan,Lahore,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-mandi-bahauddin-11740101
Toyota,Corolla,2006,2190000.0,246000.0,Petrol,Manual,1300.0,Karachi,Sedan,Sindh,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-karachi-11740034
Toyota,Corolla,2015,4500000.0,192000.0,Petrol,Automatic,1800.0,Dina,Sedan,Islamabad,Local,Brown,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-dina-11740006
Toyota,Corolla,2018,4600000.0,86533.0,Petrol,Manual,1300.0,Lala musa,Sedan,Islamabad,Imported,White,Second Owner or More,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lala-musa-11739982
Toyota,Corolla,2014,4100000.0,43500.0,Petrol,Automatic,1600.0,Bahawalpur,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-bahawalpur-11739953
Toyota,Corolla,2019,4450000.0,117591.0,Petrol,Manual,1300.0,Faisalabad,Sedan,Lahore,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-faisalabad-11740012
Toyota,Corolla,2015,4380000.0,152000.0,Petrol,Automatic,1800.0,Lahore,Sedan,Lahore,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11609800
Toyota,Corolla,2017,3750000.0,200000.0,Petrol,Automatic,1300.0,Sialkot,Sedan,Lahore,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-sialkot-11739939
Toyota,Corolla,2013,3625000.0,151200.0,Petrol,Automatic,1600.0,Islamabad,Sedan,Islamabad,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-11739926
Toyota,Corolla,2007,2650000.0,71000.0,Petrol,Manual,1300.0,Dera ismail khan,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-dera-ismail-khan-11739927
Toyota,Corolla,2019,5165000.0,87100.0,Petrol,Automatic,1300.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-11739872
Toyota,Corolla,2014,2700000.0,120000.0,Petrol,Manual,1300.0,Lahore,Sedan,Lahore,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11739883
Toyota,Corolla,2020,4300000.0,65000.0,Petrol,Manual,1300.0,Jhang,Sedan,Sindh,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-jhang-11739804
Toyota,Corolla,2010,2850000.0,245000.0,Petrol,Manual,1800.0,Islamabad,Sedan,Islamabad,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-11739836
Toyota,Corolla,2010,2700000.0,160000.0,Petrol,Manual,1300.0,Islamabad,Sedan,Sindh,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-11374560
Toyota,Corolla,2019,3900000.0,90000.0,Petrol,Manual,1300.0,Pir Mahal,Sedan,Islamabad,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-pir-mahal-11739856
Toyota,Corolla,2013,3360000.0,300000.0,Petrol,Automatic,1600.0,Mandi bahauddin,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-mandi-bahauddin-11739847
Toyota,Corolla,2017,4020000.0,120000.0,Petrol,Automatic,1300.0,Lahore,Sedan,Punjab,Local,Grey,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-11739648
Toyota,Corolla,2010,2895000.0,90000.0,Petrol,Manual,1300.0,Sialkot,Sedan,Punjab,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-sialkot-11739081
Toyota,Corolla,2008,2150000.0,355555.0,Petrol,Manual,1300.0,Abbottabad,Sedan,Punjab,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-abbottabad-11739670
Toyota,Corolla,2017,4540000.0,81000.0,Petrol,Automatic,1300.0,Sargodha,Sedan,Punjab,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-sargodha-11739748
Toyota,Corolla,2015,3200000.0,95759.0,Petrol,Manual,1300.0,Peshawar,Sedan,Karachi,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-peshawar-11739704
Toyota,Corolla,2009,2250000.0,157400.0,Petrol,Manual,1300.0,Faisalabad,Sedan,Abbottabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-faisalabad-11739733
Toyota,Corolla,2009,3200000.0,192000.0,Petrol,Manual,1300.0,Sargodha,Sedan,Punjab,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-sargodha-11739688
Toyota,Corolla,2016,3875000.0,110000.0,Petrol,Automatic,1800.0,Karachi,Sedan,Sindh,Local,Black,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-11739645
Toyota,Corolla,1998,1480000.0,100000.0,Petrol,Manual,1300.0,Rawalpindi,Sedan,Punjab,Local,Red,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-rawalpindi-11739618
Toyota,Corolla,2011,3375000.0,146000.0,Petrol,Automatic,1800.0,Rawalpindi,Sedan,Punjab,Local,Silver,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-rawalpindi-11739613
Toyota,Corolla,2020,6500000.0,80000.0,Petrol,Automatic,1800.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-islamabad-11739583
Toyota,Corolla,2015,4390000.0,60000.0,Petrol,Automatic,1300.0,Gujrat,Sedan,Punjab,Local,Unlisted,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujrat-11562803
Toyota,Corolla,2021,5280000.0,41000.0,Petrol,Automatic,1600.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-11739546
Toyota,Corolla,2011,2375000.0,180652.0,Petrol,Manual,1300.0,Multan,Sedan,Karachi,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-multan-11739516
Toyota,Corolla,2017,4800000.0,57762.0,Petrol,Manual,1300.0,Chakwal,Sedan,Islamabad,Local,White,First Owner,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-chakwal-11739484
Toyota,Corolla,2023,6400000.0,63000.0,Petrol,Automatic,1800.0,Islamabad,Sedan,Islamabad,Local,White,Unknown,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-islamabad-11739566
